Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,ACS19_5yr_B25003001,ACS19_5yr_B25003002,ACS19_5yr_B25003003,ACS19_5yr_B25003001s,ACS19_5yr_B25003002s,ACS19_5yr_B25003003s
"06059052521","Census Tract 525.21","Census Tract 525.21, Orange County, California","ca","140","00","ACSSF","0006738",,,,,"06","059",,,,"052521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059052521",,,"1328748","19390",2185,300,1885,70.30303,67.27273,88.48485
"06059052522","Census Tract 525.22","Census Tract 525.22, Orange County, California","ca","140","00","ACSSF","0006739",,,,,"06","059",,,,"052522",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059052522",,,"935839","0",1379,754,625,36.36364,59.39394,63.63636
"06059052523","Census Tract 525.23","Census Tract 525.23, Orange County, California","ca","140","00","ACSSF","0006740",,,,,"06","059",,,,"052523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059052523",,,"1190209","6981",1504,713,791,38.78788,67.87878,71.51515
"06059052524","Census Tract 525.24","Census Tract 525.24, Orange County, California","ca","140","00","ACSSF","0006741",,,,,"06","059",,,,"052524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059052524",,,"2395552","0",2808,1227,1581,86.06061,103.6364,113.3333
"06059052525","Census Tract 525.25","Census Tract 525.25, Orange County, California","ca","140","00","ACSSF","0006742",,,,,"06","059",,,,"052525",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059052525",,,"4506127","0",7087,3529,3558,137.5758,245.4545,265.4546
"06059052526","Census Tract 525.26","Census Tract 525.26, Orange County, California","ca","140","00","ACSSF","0006743",,,,,"06","059",,,,"052526",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059052526",,,"1643644","13659",1362,1073,289,16.9697,53.33333,52.12121
"06059052527","Census Tract 525.27","Census Tract 525.27, Orange County, California","ca","140","00","ACSSF","0006744",,,,,"06","059",,,,"052527",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059052527",,,"3383510","0",2698,1953,745,68.48485,89.09091,92.12122
"06059052528","Census Tract 525.28","Census Tract 525.28, Orange County, California","ca","140","00","ACSSF","0006745",,,,,"06","059",,,,"052528",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059052528",,,"1038313","0",1273,745,528,21.21212,50.30303,46.06061
"06059062604","Census Tract 626.04","Census Tract 626.04, Orange County, California","ca","140","00","ACSSF","0006746",,,,,"06","059",,,,"062604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062604",,,"52255938","2569410",5846,3480,2366,304.2424,287.8788,301.8182
"06059062605","Census Tract 626.05","Census Tract 626.05, Orange County, California","ca","140","00","ACSSF","0006747",,,,,"06","059",,,,"062605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062605",,,"1047119","845383",1718,527,1191,109.697,58.78788,110.9091
"06059062610","Census Tract 626.10","Census Tract 626.10, Orange County, California","ca","140","00","ACSSF","0006748",,,,,"06","059",,,,"062610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062610",,,"11653061","145294",5563,1086,4477,197.5758,133.3333,204.2424
"06059062611","Census Tract 626.11","Census Tract 626.11, Orange County, California","ca","140","00","ACSSF","0006749",,,,,"06","059",,,,"062611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062611",,,"1665709","82580",1641,348,1293,53.33333,37.57576,55.15152
"06059062612","Census Tract 626.12","Census Tract 626.12, Orange County, California","ca","140","00","ACSSF","0006750",,,,,"06","059",,,,"062612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062612",,,"2508156","0",2914,1861,1053,79.39394,113.9394,111.5152
"06059062614","Census Tract 626.14","Census Tract 626.14, Orange County, California","ca","140","00","ACSSF","0006751",,,,,"06","059",,,,"062614",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062614",,,"6225545","62414",3971,904,3067,130.9091,59.39394,131.5152
"06059062619","Census Tract 626.19","Census Tract 626.19, Orange County, California","ca","140","00","ACSSF","0006752",,,,,"06","059",,,,"062619",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062619",,,"2199399","343273",1681,1235,446,84.24242,76.9697,66.06061
"06059062620","Census Tract 626.20","Census Tract 626.20, Orange County, California","ca","140","00","ACSSF","0006753",,,,,"06","059",,,,"062620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062620",,,"3117975","665948",2214,1702,512,132.7273,116.3636,101.2121
"06059062621","Census Tract 626.21","Census Tract 626.21, Orange County, California","ca","140","00","ACSSF","0006754",,,,,"06","059",,,,"062621",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062621",,,"10436950","70522",4623,2360,2263,100.6061,120.6061,135.7576
"06059062622","Census Tract 626.22","Census Tract 626.22, Orange County, California","ca","140","00","ACSSF","0006755",,,,,"06","059",,,,"062622",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062622",,,"2974947","26675",2535,1787,748,86.06061,115.7576,122.4242
"06059062625","Census Tract 626.25","Census Tract 626.25, Orange County, California","ca","140","00","ACSSF","0006756",,,,,"06","059",,,,"062625",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062625",,,"1489583","0",1960,1414,546,58.18182,93.93939,68.48485
"06059062626","Census Tract 626.26","Census Tract 626.26, Orange County, California","ca","140","00","ACSSF","0006757",,,,,"06","059",,,,"062626",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062626",,,"473522","0",908,194,714,36.9697,44.24242,57.57576
"06059062627","Census Tract 626.27","Census Tract 626.27, Orange County, California","ca","140","00","ACSSF","0006758",,,,,"06","059",,,,"062627",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062627",,,"956840","36787",1414,215,1199,56.36364,43.0303,62.42424
"06059062628","Census Tract 626.28","Census Tract 626.28, Orange County, California","ca","140","00","ACSSF","0006759",,,,,"06","059",,,,"062628",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062628",,,"2460589","0",925,395,530,30.30303,35.75758,37.57576
"06059062629","Census Tract 626.29","Census Tract 626.29, Orange County, California","ca","140","00","ACSSF","0006760",,,,,"06","059",,,,"062629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062629",,,"1070705","0",862,714,148,27.87879,35.75758,32.72727
"06059062630","Census Tract 626.30","Census Tract 626.30, Orange County, California","ca","140","00","ACSSF","0006761",,,,,"06","059",,,,"062630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062630",,,"4557925","54671",722,554,168,21.81818,28.48485,24.84848
"06059062631","Census Tract 626.31","Census Tract 626.31, Orange County, California","ca","140","00","ACSSF","0006762",,,,,"06","059",,,,"062631",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062631",,,"2378587","0",1178,1072,106,50.90909,55.15152,37.57576
"06059062632","Census Tract 626.32","Census Tract 626.32, Orange County, California","ca","140","00","ACSSF","0006763",,,,,"06","059",,,,"062632",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062632",,,"14274988","613120",1703,1235,468,100.6061,87.87878,70.90909
"06059062633","Census Tract 626.33","Census Tract 626.33, Orange County, California","ca","140","00","ACSSF","0006764",,,,,"06","059",,,,"062633",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062633",,,"6785256","0",1813,1620,193,50.90909,60.60606,41.21212
"06059062634","Census Tract 626.34","Census Tract 626.34, Orange County, California","ca","140","00","ACSSF","0006765",,,,,"06","059",,,,"062634",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062634",,,"3052727","0",1932,1473,459,56.36364,66.66666,51.51515
"06059062635","Census Tract 626.35","Census Tract 626.35, Orange County, California","ca","140","00","ACSSF","0006766",,,,,"06","059",,,,"062635",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062635",,,"1085648","0",1637,1320,317,38.78788,56.36364,53.33333
"06059062636","Census Tract 626.36","Census Tract 626.36, Orange County, California","ca","140","00","ACSSF","0006767",,,,,"06","059",,,,"062636",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062636",,,"1177784","0",1412,576,836,50.90909,55.75758,60.60606
"06059062637","Census Tract 626.37","Census Tract 626.37, Orange County, California","ca","140","00","ACSSF","0006768",,,,,"06","059",,,,"062637",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062637",,,"1608196","0",2327,545,1782,60,70.90909,95.75758
"06059062638","Census Tract 626.38","Census Tract 626.38, Orange County, California","ca","140","00","ACSSF","0006769",,,,,"06","059",,,,"062638",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062638",,,"1308167","0",2403,1238,1165,73.93939,105.4545,116.9697
"06059062639","Census Tract 626.39","Census Tract 626.39, Orange County, California","ca","140","00","ACSSF","0006770",,,,,"06","059",,,,"062639",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062639",,,"1746294","0",2619,1731,888,92.72727,94.54546,118.7879
"06059062640","Census Tract 626.40","Census Tract 626.40, Orange County, California","ca","140","00","ACSSF","0006771",,,,,"06","059",,,,"062640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062640",,,"1473841","0",1571,819,752,56.9697,77.57576,70.90909
"06059062641","Census Tract 626.41","Census Tract 626.41, Orange County, California","ca","140","00","ACSSF","0006772",,,,,"06","059",,,,"062641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062641",,,"2191840","0",2024,1245,779,63.63636,69.09091,73.93939
"06059062642","Census Tract 626.42","Census Tract 626.42, Orange County, California","ca","140","00","ACSSF","0006773",,,,,"06","059",,,,"062642",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062642",,,"2040135","0",1293,1162,131,47.87879,49.69697,36.36364
"06059062643","Census Tract 626.43","Census Tract 626.43, Orange County, California","ca","140","00","ACSSF","0006774",,,,,"06","059",,,,"062643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062643",,,"18821723","1549909",2753,2582,171,106.0606,114.5455,63.63636
"06059062644","Census Tract 626.44","Census Tract 626.44, Orange County, California","ca","140","00","ACSSF","0006775",,,,,"06","059",,,,"062644",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062644",,,"4294209","72185",3276,1592,1684,92.12122,134.5455,140.6061
"06059062645","Census Tract 626.45","Census Tract 626.45, Orange County, California","ca","140","00","ACSSF","0006776",,,,,"06","059",,,,"062645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062645",,,"5588092","167243",2593,1855,738,83.63636,107.8788,89.69697
"06059062646","Census Tract 626.46","Census Tract 626.46, Orange County, California","ca","140","00","ACSSF","0006777",,,,,"06","059",,,,"062646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062646",,,"1296205","0",2425,2017,408,84.84849,84.84849,80.60606
"06059062647","Census Tract 626.47","Census Tract 626.47, Orange County, California","ca","140","00","ACSSF","0006778",,,,,"06","059",,,,"062647",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062647",,,"1765875","0",2351,1062,1289,81.81818,86.66666,102.4242
"06059062648","Census Tract 626.48","Census Tract 626.48, Orange County, California","ca","140","00","ACSSF","0006779",,,,,"06","059",,,,"062648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062648",,,"1638313","0",1862,1268,594,72.72727,76.36364,53.93939
"06059062649","Census Tract 626.49","Census Tract 626.49, Orange County, California","ca","140","00","ACSSF","0006780",,,,,"06","059",,,,"062649",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062649",,,"3369920","8846",1866,1174,692,73.93939,79.39394,70.90909
"06059062701","Census Tract 627.01","Census Tract 627.01, Orange County, California","ca","140","00","ACSSF","0006781",,,,,"06","059",,,,"062701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062701",,,"1201155","156329",1364,910,454,76.9697,69.69697,70.30303
"06059062702","Census Tract 627.02","Census Tract 627.02, Orange County, California","ca","140","00","ACSSF","0006782",,,,,"06","059",,,,"062702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062702",,,"1487813","635569",2068,1213,855,109.0909,86.66666,112.7273
"06059062800","Census Tract 628","Census Tract 628, Orange County, California","ca","140","00","ACSSF","0006783",,,,,"06","059",,,,"062800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062800",,,"1814193","3260830",1669,806,863,136.9697,72.72727,120
"06059062900","Census Tract 629","Census Tract 629, Orange County, California","ca","140","00","ACSSF","0006784",,,,,"06","059",,,,"062900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059062900",,,"460012","620810",706,598,108,33.93939,36.9697,21.81818
"06059063004","Census Tract 630.04","Census Tract 630.04, Orange County, California","ca","140","00","ACSSF","0006785",,,,,"06","059",,,,"063004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063004",,,"3870275","1016919",3271,1229,2042,106.6667,88.48485,118.7879
"06059063005","Census Tract 630.05","Census Tract 630.05, Orange County, California","ca","140","00","ACSSF","0006786",,,,,"06","059",,,,"063005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063005",,,"540556","370319",790,250,540,37.57576,27.27273,37.57576
"06059063006","Census Tract 630.06","Census Tract 630.06, Orange County, California","ca","140","00","ACSSF","0006787",,,,,"06","059",,,,"063006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063006",,,"539404","519219",1295,804,491,80,65.45454,76.9697
"06059063007","Census Tract 630.07","Census Tract 630.07, Orange County, California","ca","140","00","ACSSF","0006788",,,,,"06","059",,,,"063007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063007",,,"4432751","27208",2844,1656,1188,143.0303,126.0606,125.4545
"06059063008","Census Tract 630.08","Census Tract 630.08, Orange County, California","ca","140","00","ACSSF","0006789",,,,,"06","059",,,,"063008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063008",,,"2512067","0",653,185,468,53.33333,25.45455,52.12121
"06059063009","Census Tract 630.09","Census Tract 630.09, Orange County, California","ca","140","00","ACSSF","0006790",,,,,"06","059",,,,"063009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063009",,,"1875983","942293",721,644,77,24.24242,30.30303,20
"06059063010","Census Tract 630.10","Census Tract 630.10, Orange County, California","ca","140","00","ACSSF","0006791",,,,,"06","059",,,,"063010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063010",,,"2724785","333446",3037,1238,1799,131.5152,103.0303,140.6061
"06059063101","Census Tract 631.01","Census Tract 631.01, Orange County, California","ca","140","00","ACSSF","0006792",,,,,"06","059",,,,"063101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063101",,,"1870065","88459",1288,424,864,35.15152,40.60606,46.06061
"06059063102","Census Tract 631.02","Census Tract 631.02, Orange County, California","ca","140","00","ACSSF","0006793",,,,,"06","059",,,,"063102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063102",,,"1512811","0",2806,1468,1338,83.63636,117.5758,129.697
"06059063103","Census Tract 631.03","Census Tract 631.03, Orange County, California","ca","140","00","ACSSF","0006794",,,,,"06","059",,,,"063103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063103",,,"971194","0",1053,756,297,50.90909,53.93939,43.63636
"06059063201","Census Tract 632.01","Census Tract 632.01, Orange County, California","ca","140","00","ACSSF","0006795",,,,,"06","059",,,,"063201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063201",,,"1017664","0",1641,628,1013,38.18182,44.24242,53.93939
"06059063202","Census Tract 632.02","Census Tract 632.02, Orange County, California","ca","140","00","ACSSF","0006796",,,,,"06","059",,,,"063202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063202",,,"991194","0",1498,772,726,50.90909,70.90909,75.75758
"06059063301","Census Tract 633.01","Census Tract 633.01, Orange County, California","ca","140","00","ACSSF","0006797",,,,,"06","059",,,,"063301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063301",,,"925584","0",1426,297,1129,43.0303,44.84848,55.75758
"06059063302","Census Tract 633.02","Census Tract 633.02, Orange County, California","ca","140","00","ACSSF","0006798",,,,,"06","059",,,,"063302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063302",,,"1352694","0",1717,877,840,43.63636,78.78788,83.63636
"06059063400","Census Tract 634","Census Tract 634, Orange County, California","ca","140","00","ACSSF","0006799",,,,,"06","059",,,,"063400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063400",,,"2296162","402830",1908,1316,592,74.54546,81.81818,84.84849
"06059063500","Census Tract 635","Census Tract 635, Orange County, California","ca","140","00","ACSSF","0006800",,,,,"06","059",,,,"063500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063500",,,"1626930","2290487",2655,1008,1647,158.7879,107.8788,147.8788
"06059063601","Census Tract 636.01","Census Tract 636.01, Orange County, California","ca","140","00","ACSSF","0006801",,,,,"06","059",,,,"063601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063601",,,"1822991","9666",1405,968,437,20,64.84849,64.24242
"06059063603","Census Tract 636.03","Census Tract 636.03, Orange County, California","ca","140","00","ACSSF","0006802",,,,,"06","059",,,,"063603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063603",,,"3744591","0",2934,1348,1586,143.6364,148.4848,155.7576
"06059063604","Census Tract 636.04","Census Tract 636.04, Orange County, California","ca","140","00","ACSSF","0006803",,,,,"06","059",,,,"063604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063604",,,"1201705","0",1591,627,964,50.90909,58.78788,69.09091
"06059063605","Census Tract 636.05","Census Tract 636.05, Orange County, California","ca","140","00","ACSSF","0006804",,,,,"06","059",,,,"063605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063605",,,"1035439","0",1425,215,1210,49.69697,41.81818,61.81818
"06059063701","Census Tract 637.01","Census Tract 637.01, Orange County, California","ca","140","00","ACSSF","0006805",,,,,"06","059",,,,"063701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063701",,,"782688","0",1621,224,1397,50.90909,44.84848,61.21212
"06059063702","Census Tract 637.02","Census Tract 637.02, Orange County, California","ca","140","00","ACSSF","0006806",,,,,"06","059",,,,"063702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063702",,,"1312183","0",1981,470,1511,76.36364,84.24242,99.39394
"06059063802","Census Tract 638.02","Census Tract 638.02, Orange County, California","ca","140","00","ACSSF","0006807",,,,,"06","059",,,,"063802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063802",,,"1227221","0",1000,747,253,31.51515,47.27273,43.63636
"06059063803","Census Tract 638.03","Census Tract 638.03, Orange County, California","ca","140","00","ACSSF","0006808",,,,,"06","059",,,,"063803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063803",,,"2672959","0",1698,1035,663,38.78788,76.36364,73.93939
"06059063805","Census Tract 638.05","Census Tract 638.05, Orange County, California","ca","140","00","ACSSF","0006809",,,,,"06","059",,,,"063805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063805",,,"1006485","0",876,686,190,21.21212,36.36364,33.93939
"06059063806","Census Tract 638.06","Census Tract 638.06, Orange County, California","ca","140","00","ACSSF","0006810",,,,,"06","059",,,,"063806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063806",,,"2194611","0",1394,857,537,27.87879,51.51515,50.30303
"06059063807","Census Tract 638.07","Census Tract 638.07, Orange County, California","ca","140","00","ACSSF","0006811",,,,,"06","059",,,,"063807",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063807",,,"2610701","0",2107,279,1828,76.9697,48.48485,92.72727
"06059063808","Census Tract 638.08","Census Tract 638.08, Orange County, California","ca","140","00","ACSSF","0006812",,,,,"06","059",,,,"063808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063808",,,"735859","0",1547,422,1125,30.90909,58.18182,55.15152
"06059063902","Census Tract 639.02","Census Tract 639.02, Orange County, California","ca","140","00","ACSSF","0006813",,,,,"06","059",,,,"063902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063902",,,"2412512","0",2554,486,2068,85.45454,57.57576,99.39394
"06059063903","Census Tract 639.03","Census Tract 639.03, Orange County, California","ca","140","00","ACSSF","0006814",,,,,"06","059",,,,"063903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063903",,,"1380224","0",1074,697,377,48.48485,58.18182,56.36364
"06059063904","Census Tract 639.04","Census Tract 639.04, Orange County, California","ca","140","00","ACSSF","0006815",,,,,"06","059",,,,"063904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063904",,,"2485026","0",1262,686,576,43.0303,58.78788,52.72727
"06059063905","Census Tract 639.05","Census Tract 639.05, Orange County, California","ca","140","00","ACSSF","0006816",,,,,"06","059",,,,"063905",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063905",,,"1358397","0",1681,782,899,83.63636,75.15151,86.06061
"06059063906","Census Tract 639.06","Census Tract 639.06, Orange County, California","ca","140","00","ACSSF","0006817",,,,,"06","059",,,,"063906",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063906",,,"1062145","0",2279,682,1597,51.51515,84.84849,87.87878
"06059063907","Census Tract 639.07","Census Tract 639.07, Orange County, California","ca","140","00","ACSSF","0006818",,,,,"06","059",,,,"063907",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063907",,,"5314637","0",3534,988,2546,110.303,88.48485,110.9091
"06059063908","Census Tract 639.08","Census Tract 639.08, Orange County, California","ca","140","00","ACSSF","0006819",,,,,"06","059",,,,"063908",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059063908",,,"1903626","0",2511,692,1819,70.90909,81.81818,99.39394
"06059074003","Census Tract 740.03","Census Tract 740.03, Orange County, California","ca","140","00","ACSSF","0006820",,,,,"06","059",,,,"074003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059074003",,,"3600731","17402",1328,341,987,42.42424,37.57576,47.87879
"06059074004","Census Tract 740.04","Census Tract 740.04, Orange County, California","ca","140","00","ACSSF","0006821",,,,,"06","059",,,,"074004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059074004",,,"1346293","0",2286,1332,954,62.42424,96.36364,103.0303
"06059074005","Census Tract 740.05","Census Tract 740.05, Orange County, California","ca","140","00","ACSSF","0006822",,,,,"06","059",,,,"074005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059074005",,,"1282139","0",1578,713,865,41.81818,50.90909,59.39394
"06059074006","Census Tract 740.06","Census Tract 740.06, Orange County, California","ca","140","00","ACSSF","0006823",,,,,"06","059",,,,"074006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059074006",,,"671805","0",1983,601,1382,41.81818,72.72727,73.93939
"06059074102","Census Tract 741.02","Census Tract 741.02, Orange County, California","ca","140","00","ACSSF","0006824",,,,,"06","059",,,,"074102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059074102",,,"1139551","0",1362,1021,341,14.54545,58.18182,55.75758
"06059074103","Census Tract 741.03","Census Tract 741.03, Orange County, California","ca","140","00","ACSSF","0006825",,,,,"06","059",,,,"074103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059074103",,,"995671","0",950,749,201,16.36364,36.9697,32.72727
"06059074106","Census Tract 741.06","Census Tract 741.06, Orange County, California","ca","140","00","ACSSF","0006826",,,,,"06","059",,,,"074106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059074106",,,"3849432","0",1875,935,940,50.30303,66.66666,68.48485
"06059074107","Census Tract 741.07","Census Tract 741.07, Orange County, California","ca","140","00","ACSSF","0006827",,,,,"06","059",,,,"074107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059074107",,,"1551803","12444",2577,744,1833,70.30303,123.6364,132.1212
"06059074108","Census Tract 741.08","Census Tract 741.08, Orange County, California","ca","140","00","ACSSF","0006828",,,,,"06","059",,,,"074108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059074108",,,"2105914","42085",911,613,298,19.39394,36.36364,36.9697
"06059074109","Census Tract 741.09","Census Tract 741.09, Orange County, California","ca","140","00","ACSSF","0006829",,,,,"06","059",,,,"074109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059074109",,,"864506","0",690,363,327,9.090909,42.42424,41.21212
"06059074110","Census Tract 741.10","Census Tract 741.10, Orange County, California","ca","140","00","ACSSF","0006830",,,,,"06","059",,,,"074110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059074110",,,"816884","0",973,869,104,26.66667,43.0303,29.69697
"06059074111","Census Tract 741.11","Census Tract 741.11, Orange County, California","ca","140","00","ACSSF","0006831",,,,,"06","059",,,,"074111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059074111",,,"1446085","8001",1345,935,410,29.09091,78.18182,73.33334
"06059074200","Census Tract 742","Census Tract 742, Orange County, California","ca","140","00","ACSSF","0006832",,,,,"06","059",,,,"074200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06059074200",,,"1496391","0",1758,1092,666,40.60606,84.84849,87.87878
